tag;val
JavaScript;662
CSS;454
Git;449
HTML;414
HTML5;312
MySQL;277
CSS3;260
PHP;259
jQuery;212
SQL;180
ООП;153
PostgreSQL;137
Linux;121
Node.js;116
AngularJS;108
React;96
Java;95
Ajax;93
C#;89
Python;78
Bootstrap;77
PHP5;76
Adobe Photoshop;71
MS SQL;66
1С-Битрикс;64
CMS Wordpress;60
TypeScript;59
MongoDB;54
REST;52
Английский язык;50
MVC;47
Less;45
Redis;44
ASP.NET;43
Работа в команде;42
Sass;42
.NET Framework;41
Laravel;41
XML;40
Django Framework;36
Yii;35
C++;35
Nginx;33
Symfony;32
Vue.js;29
Spring Framework;27
Веб-программирование;27
Atlassian Jira;26
Docker;26
Управление проектами;25
Redux;25
Кроссбраузерная верстка;24
Scrum;22
Vue;21
Agile Project Management;21
API;20
PHP7;19
ReactJS;19
Joomla CMS;19
JSON API;19
Webpack;18
react;18
JS;17
Typescript;17
Entity Framework;17
Angular;17
Zend Framework;17
JavaScriptJavaScript;16
Magento;16
Web-дизайн;16
GitJavaScript;15
AWS;14
React.js;14
CSSJavaScript;14
UX;14
SOAP;14
Базы данных;14
Hibernate ORM;13
Разработка ПО;13
Adobe Illustrator;13
Pixi.JS;13
MS SQL Server;13
React Native;13
GraphQL;12
Ruby;12
UI;12
WebGL;12
JavaScriptАнглийский — A1 — Начальный;12
HTML5TypeScript;11
PHPJavaScript;11
Android;11
C/C++;11
ReactJavaScript;11
Создание сайтов;11
Верстка;11
Frontend;11
VueJS;11
Пользователь ПК;11
Google Analytics;11
SEO;10
NoSQL;10
ReduxJavaScript;10
REST API;10
SPA;10
Kubernetes;10
Грамотная речь;10
Работа с базами данных;10
MS Visual Studio;10
vue.js;10
JSON;9
Gulp;9
RabbitMQ;9
Ruby On Rails;9
Apache HTTP Server;9
HTML5JavaScript;9
СУБД;9
BPMN;9
Администрирование сайтов;8
Постановка задач разработчикам;8
Тестирование;8
Администрирование серверов Linux;8
CorelDRAW;8
Java SE;8
ES6;8
CRM;8
Figma;8
WCF;8
vue;8
ООПJavaScript;7
Bash;7
jQueryАнглийский — A2 — Элементарный;7
Golang;7
jQueryJavaScript;7
Web Design;7
Интернет-реклама;7
Ведение переговоров;7
Cистемы управления базами данных;7
GitPython;7
Web API;7
Дизайн интерфейсов;7
HTMLJavaScript;7
