tag;val
JavaScript;398
Git;277
HTML5;237
CSS;225
HTML;218
CSS3;215
Node.js;152
jQuery;127
Bootstrap;127
React;116
MySQL;100
ООП;90
MongoDB;87
Redux;83
Ajax;82
SQL;82
Adobe Photoshop;74
Linux;66
Sass;66
PHP;54
Webpack;48
PostgreSQL;43
Python;41
Английский язык;36
C#;34
React.js;33
C++;32
Исполнительность;31
TypeScript;30
Обучаемость;29
Ответственность;27
CMS Wordpress;26
Работа в команде;25
Vue.js;25
Express.js;24
Gulp;24
Java;23
AngularJS;22
Express;21
Пользователь ПК;21
SCSS;20
ReactJS;20
Less;19
Работоспособность;18
Vue;17
Figma;16
ES6;16
REST;16
MS SQL;15
Грамотная речь;15
Adobe Illustrator;15
PHP5;14
webpack;14
Веб-программирование;14
XML;14
Docker;13
Django Framework;13
Умение работать в команде;11
JSON API;11
API;11
MVC;10
MS PowerPoint;10
Организаторские навыки;9
NPM;9
HTTP;9
React Native;9
.NET Framework;9
Коммуникабельность;8
Стрессоустойчивость;8
Vuex;8
AutoCAD;8
Scss;8
Socket.io;8
CorelDRAW;8
Jest;8
Typescript;8
БЭМ;7
Material UI;7
Грамотность;7
MS Excel;7
Mongoose;7
BEM;7
ASP.NET;7
Babel;7
MS SQL Server;7
JS;7
Flex;6
Intellij IDEA;6
Поиск информации в интернет;6
MS Visual Studio;6
MS Office;6
Eclipse;6
Android SDK;6
C/C++;6
React JS;6
Адаптивная верстка;6
Firebase;6
Ruby;6
Angular;5
Базы данных;5
Водительское удостоверение категории B;5
VueJS;5
Internet;5
MS Word;5
Целеустремленность;5
Apache HTTP Server;5
Scrum;5
Android;5
REST API;5
Sequelize;5
Верстка;5
Письменный перевод;4
redux-thunk;4
Ruby On Rails;4
ExpressJS;4
Flask;4
Jetbrains Phpstorm;4
Visual Studio C#;4
Entity Framework;4
Деловая коммуникация;4
Pug;4
Инициативность;4
npm;4
WebSocket;4
GitHub;4
NoSQL;4
Усидчивость;4
react;4
Nginx;4
Unit Testing;4
es6;4
DOMObject;4
Высокая скорость печати;4
Unity;4
Работа с большим объемом информации;4
Axios;4
