tag,count
Python,3087
Git,2021
Django Framework,1630
Linux,1581
SQL,1367
HTML,1188
CSS,1098
PostgreSQL,1074
JavaScript,1043
MySQL,1007
ООП,919
HTML5,652
Flask,622
CSS3,472
Docker,456
jQuery,424
C++,421
Bootstrap,382
Английский язык,354
Nginx,299
Bash,291
MongoDB,271
Java,269
REST,264
Работа в команде,249
Redis,245
C#,244
PHP,239
Ajax,223
Adobe Photoshop,216
Пользователь ПК,196
SQLite,183
C/C++,175
Администрирование серверов Linux,167
XML,155
Pandas,154
MS SQL,150
Обучаемость,149
Celery,149
Ответственность,138
RabbitMQ,128
Веб-программирование,127
MS Excel,123
Atlassian Jira,122
API,119
Управление проектами,115
JSON API,110
Грамотная речь,108
Django,107
Qt,106
Базы данных,102
MS PowerPoint,102
Unit Testing,102
MS Office,89
CMS Wordpress,89
Организаторские навыки,88
Работоспособность,84
Node.js,84
MVC,83
MATLAB,83
Data Analysis,82
Исполнительность,82
Unix,81
Numpy,80
React,78
AngularJS,77
PHP5,76
TCP/IP,75
Apache HTTP Server,73
SVN,73
Коммуникабельность,72
MS Visual Studio,72
HTTP,69
Django Rest Framework,68
Ведение переговоров,67
MS Word,67
Работа с базами данных,66
Windows 7,65
Анализ данных,64
SQLAlchemy,64
MS SQL Server,63
AutoCAD,63
Работа с большим объемом информации,62
Scrum,62
Mac Os,61
Аналитическое мышление,59
Деловая переписка,59
aiohttp,58
Математическая статистика,57
Разработка ПО,57
Настройка ПК,56
Selenium,55
DRF,54
Администрирование серверов Windows,54
PyCharm,53
asyncio,52
pandas,52
Ubuntu,51
Стрессоустойчивость,51
C,51
Водительское удостоверение категории B,51
Keras,51
Big Data,50
NumPy,50
Управление персоналом,49
Математический анализ,48
OpenCV,48
Golang,47
Администрирование сетевого оборудования,47
Machine Learning,47
Web Application Development,47
Android,47
Oracle Pl/SQL,47
Деловое общение,46
JSON,46
Поиск информации в интернет,45
.NET Framework,45
Matplotlib,45
Visual Studio C#,45
Cистемы управления базами данных,43
Internet,43
Data Mining,42
AWS,42
Ubuntu Server,41
Selenium IDE,41
Scrapy,41
Администрирование,41
Настройка сетевых подключений,40
Mercurial,40
numpy,39
Настройка ПО,39
Ремонт ПК,39
Agile Project Management,39
Sass,38
NoSQL,38
Active Directory,38
docker,37
ORACLE,37
Умение работать в команде,36
Adobe Illustrator,35
Unity,35
Pascal,35
Django REST Framework,35
Vue.js,35
ORM,35
CorelDRAW,34
Деловая коммуникация,34
Delphi,33
Debian,33
Телефонные переговоры,33
Сборка ПК,33
Tensorflow,32
Целеустремленность,31
Python 3,31
Администрирование сайтов,31
SEO,31
Machine learning,31
Assembler,31
MS Access,31
Cisco,30
Обучение и развитие,30
Тестирование,30
Грамотность,30
Jenkins,30
Tornado,30
Intellij IDEA,30
Mathcad,30
Microsoft Visual Studio,29
STL,29
Креативность,29
matplotlib,28
Windows,28
Проведение презентаций,27
Yii,27
Обучение персонала,27
