tag,count
Python,39
SQL,14
Git,14
Linux,13
PostgreSQL,11
Django Framework,11
MySQL,8
JavaScript,6
ООП,4
Английский язык,3
C/C++,3
C++,3
MS SQL,3
HTML,3
Аналитические исследования,2
RabbitMQ,2
Jinja,2
Autodesk Maya,2
Docker,2
Работа в команде,2
Базы данных,2
Atlassian Jira,2
CSS,2
MS Access,2
MongoDB,2
Bash,2
Английский — B2 — Средне-продвинутый,2
Деловое общение,1
Обучение и развитие,1
AioHTTP,1
Английский — B1 — Средний,1
Agile Project Management,1
руководство командой разработчиков,1
Flask,1
Информационные технологии,1
Pl/Python,1
Управление командой,1
Оптимизация бизнес-процессов,1
Houdini,1
Разработка нового продукта,1
Redis,1
Cистемы управления базами данных,1
Pascal,1
Английский — C1 — Продвинутый,1
MS SQL Server,1
ORACLE,1
Agile,1
Умение работать в команде,1
Нейронные сети,1
Asyncio,1
Design Patterns,1
Веб-программирование,1
Микросервисы,1
Умение работать в коллективе,1
Оперативный поиск информации в сети Интернет,1
MS Word,1
MS Excel,1
Грамотность,1
Пользователь ПК,1
Internet,1
Умение планировать,1
Грамотная речь,1
Преподаватель,1
backend,1
iOS,1
Android,1
Управление затратами,1
математика,1
Инвестиции,1
Unix,1
С#,1
PHP,1
AngularJS,1
Web-дизайн,1
Web Design,1
Английский — A1 — Начальный,1
REST API,1
PEP8,1
ORM,1
компьютерное зрение,1
нейронные сети,1
QA,1
