tag,count
PHP,63
MySQL,43
JavaScript,42
Git,34
CSS,30
ООП,29
HTML,27
1С-Битрикс,21
jQuery,20
Ajax,18
Linux,16
SQL,15
Less,12
PostgreSQL,11
Немецкий язык,11
Yii,8
Laravel,8
PHP5,7
MVC,7
Redis,7
Веб-программирование,7
HTML5,6
CSS3,5
Symfony,5
Nginx,5
MS SQL,3
MongoDB,3
Bootstrap,3
CMS Wordpress,2
Английский — A1 — Начальный,2
JS,2
RabbitMQ,2
HTTP,2
REST,2
Python,2
Node.js,2
C++,2
SOAP,2
REST/SOAP,1
SOLID,1
Docker,1
JSON,1
Реляционные БД,1
Zend Framework,1
oop,1
Английский — B1 — Средний,1
REST API,1
ORACLE,1
wordpress,1
Mac Os,1
1C: Бухгалтерия,1
PHP7,1
MS Dos,1
Английский — A2 — Элементарный,1
AngularJS,1
Творческое мышление,1
Phalkon,1
XML,1
Atlassian Jira,1
Администрирование серверов Linux,1
bitrix,1
Разработка ПО,1
NuxtJs,1
Vue js,1
Cистемы управления базами данных,1
Joomla CMS,1
VueJs,1
SPA,1
Leadership Skills,1
Точность и внимательность к деталям,1
Drupal API,1
ModX,1
Sass,1
Debian,1
1C Битрикс,1
D7,1
CRM,1
Yii2,1
командная работа,1
Работа с людьми,1
Грамотная речь,1
Групповое обучение,1
Организация учебного процесса,1
Обучение,1
Коммуникабельность,1
Ответственность,1
Фреймворк,1
Создание сайтов,1
phpMyAdmin,1
Преподаватель,1
Разработка инструкций,1
Pascal,1
Apache HTTP Server,1
Web Application Development,1
Пользователь ПК,1
Работа в команде,1
Английский язык,1
Phyton,1
