tag,count
p5.js,1
MEAN,1
ExpressJS,1
Vue router,1
"Опыт работы с: OC Windows, Linux.",1
Pewwe,1
SOAP,1
Kompas (Erp),1
Object Pascal/Delphi,1
XCD,1
XML/XCD,1
CODESYS,1
BS4,1
Presentation skills,1
Json,1
SCSS,1
Full Stack developer,1
FrontEnd,1
BackEnd,1
Agile/Scrum,1
WebSocket,1
"Back-end: Django, Flask, Django Rest Framework",1
"Databases - PostgreSQL, SQLite, MySQL",1
"Front-end: Bootstrap, HTML, CSS, JavaScript",1
Electronic Workbench,1
Electromagnetic Professional,1
AWR Design Environment,1
Адаптивное планирование,1
Спокойный,1
"Алгоритмы CS(сортировка, поиск)",1
Exploratory data analysis,1
Data preprocessing,1
Regular expressions,1
vue,1
PostgeSQL,1
Sqlalchemy,1
Bots,1
Fast api,1
С/С++,1
Проектирование баз данных,1
Разработка баз данных,1
70+ WPM,1
Substance Painter,1
Lua,1
TelegramBotAPI,1
Spring Boot,1
web scraping,1
Oracle C++ Call Interface,1
3ds Max,1
Исследовательский анализ,1
Materialize,1
VueCLI,1
Умение программировать на языке Python,1
Умение распределять время,1
Аккуратность,1
python requests,1
python beautifulsoup,1
python scikit learn,1
python pandas,1
python matplotlib,1
Django+selery+redis,1
Теоретическая физика,1
Численные методы,1
Assembler база,1
Jquery основы,1
Maple,1
RedBeanPHP,1
Хорошее знание С++,1
Хорошее знание С#,1
Умение быстро усваивать новую информацию,1
Умение разрешать конфликты,1
Опыт работы с пост,1
Опыт применения нотации BPMN,1
Опыт применения нотации IDEF0,1
Опыт использования SQL,1
machine learning,1
Django Rest Api,1
analytical,1
streamlit,1
Neural Network,1
Компьютерная графика,1
Паттерны проектирования,1
Клиент-сервер,1
ГОСТы,1
Математический основы методов шифрования,1
MyTarget,1
Weborama,1
Adriver,1
Yandex Direct,1
DV360,1
Google AdWords,1
Vk,1
FB,1
Системы аналитики,1
"Языки программирования: Python 3.x, C++(базовые знания)",1
"Базы данных: SQL (базовые знания), PosgreSQL (базовые знания)",1
"Другое: уверенное владение Microsoft office(Word, Excel, Power Point)",1
"Английский язык - разговорный, технический",1
Средства разработки: Jupyter Notebook/Google Colab,1
"Дополнительно: HTML, CSS, JavaScript",1
Имеется опыт работы с vk_api,1
Nltk,1
Request,1
Skimage,1
PIL,1
Pulp,1
CMD,1
Библиотеки Python,1
Командная Строка,1
Умение работать в режиме многозадачности,1
Цифровая обработка сигналов,1
Djangorestframework,1
Реляционные базы данных,1
Способность изучать все самостоятельно,1
JavaScript Basic,1
PyQt5 (+WebKit),1
QSS,1
"xlsx, xlsb, csv",1
Pyautogui,1
MQL4,1
Regression Analysis,1
Factor Analysis,1
Cluster Analysis,1
Business Analysis,1
Business intelligence,1
JPA,1
Spring boot,1
Spring MVC,1
Spring Rest,1
Нейросети,1
Компьютерное зрение,1
"Web Scraping (BS4, Selenium)",1
Админ-панель,1
Internet Marketing,1
Быстрообучаемость,1
Git контроль версий,1
CRM,1
Pip,1
Желание учится новому,1
Pep-8,1
Старательность,1
django,1
Async,1
Точность и внимательность к деталям,1
Знания принципов ООП,1
time ma,1
Phoenix,1
Testrail,1
Gitlab,1
АСУ ТП,1
Xcode,1
Основы C/C++,1
Dev c++,1
Основы Python,1
pyCharm,1
Основы SQL,1
Cross Validation,1
Математическо,1
Data Scientists,1
Random Forest,1
XGBoost,1
Знание языков программирования на базовом уровне.,1
Django RestFramework,1
Telegram Bot,1
Bloomberg,1
Express.js,1
ASYNC,1
threading,1
Functional programming,1
VCS,1
IDE PyCharm,1
Язык Си,1
Cross-platform,1
Blockchain/P2P,1
Bootstrap 3,1
power bi,1
Elixir,1
Hateos,1
Инженерия знаний,1
Docker-Compouse,1
Уверенный пользователь ПК,1
Базовые знание математической статистики,1
Знание линейной алгебры,1
Организованность рабочего времени и ресурсов,1
Ответственность к рабочему процессу,1
Отсутствие вредных привычек,1
Jupiter Notebook,1
Компьютерное моделирование,1
Вычислительная математика,1
"HTML, CSS",1
twisted,1
PyGame,1
threads,1
DeepLearning,1
starlette,1
CI CD,1
Google Cloud,1
Адаптивная Верстка,1
Компьютерное железо,1
CSS Flexbox,1
системы массового обслуживания,1
pyTelegramBotAPI,1
Code formatting according to PEP8,1
Testing own code,1
"Threading, multiprocessing",1
Functional Programming,1
peewee,1
regular expressions,1
decimal,1
Tensoflow basics,1
Visualisation,1
Dialogflow,1
Глубокое обучение,1
jinja2,1
Page Object Model,1
Git/ Github,1
Sympy,1
Vue js,1
С\С++,1
REST-API,1
Бесконфликтность,1
Творческое мышление,1
Умение принимать решения,1
Умение концентрироваться,1
Искусственные нейронные сети,1
Обучение с подкреплением,1
Qlik sense,1
Scikit,1
Aiogram,1
Object Detection,1
NLP,1
Искусственный интеллект,1
Google Maps Api,1
GitLab CI/CD,1
DevOps,1
R&D,1
Быстрая Обучаемость,1
Не боюсь ошибаться,1
разработка чат-ботов,1
Android Jetpack,1
Gradle,1
thymeleaf,1
Знание компьютеров на уровне эксперта,1
Параллельное программирование,1
Retrofit2,1
Нелинейное программирование,1
Умение быстро учиться,1
Знания Python на уровне Junior - разработчика,1
Опыт работы в Photoshop,1
Быстро обучаюсь,1
Python core,1
Чистый код,1
github,1
"Способность к обучению, умение работать в команде,",1
Driving Licence B,1
Algorithm and Data Structures,1
dd,1
Neural Networks,1
Telegram боты,1
Easy to learn and use new things,1
Good problem solving skills,1
team player,1
information proccesing,1
Cryptography,1
Information Networks,1
Computational Geometry,1
Mathematics,1
Готов обучаться далее,1
Junior,1
Видеомонтаж,1
IBM SPSS,1
Быстрая скорость печати,1
Умение общаться с людьми,1
Docker Compose,1
Jupyter notebook,1
Dagger2,1
ReactNative,1
Внимательность к деталям,1
Умение доводить начатое до конца,1
Keras/Tensorflow,1
telegramBotAPI,1
pygame,1
Слепая печать,1
"Технические навыки: знания Python, опыт работы с анализом и визуализацией данных.",1
"Знаком с базой данных Postgresql, и с некоторыми библиотеками ML(PyTorch, Scikit-Learn)",1
Знания С++/C#,1
Ответственность за выданные проекты и ТЗ,1
Scikit Learn,1
Dlib,1
CUDA,1
Deep learning,1
Tensorlow,1
"Опытный пользователь MS Word, MS Excel, MS Access, MS Power Point",1
Знание MS Visio,1
"Знание IBM SPSS, gretl",1
"Знание нотаций IDEF0, IDEF1, BPMN",1
"Знание HTML, CSS; PHP, SQL; Wolfram Mathematica; C++, Python, Java",1
"Опыт работы в QlikView, MicroStrategy, PowerBI, Slemma (создание BI-приложений)",1
Опыт работы в Matlab и AnyLogic (создание моделей),1
Опыт работы в 1C,1
Работа с виртуализацией (VMWare),1
"Высокая обучаемость, целеустремлённость.",1
Опыт работы с OC Linux,1
Знание основных концепций информационной безопасности,1
Понимание сетевых технологий,1
Azure,1
Xamarin,1
Усердность,1
Django/DRF,1
pyside2,1
Talend,1
tensorflow,1
Word,1
CMakefile,1
"Уверенный пользователь ПК, MS Word, Excel",1
Составление и ведение презентаций,1
BPMN,1
ARIS,1
Digital Visual Fortran,1
Владение ABAP на уровне К1,1
Знание основных инструментов abap,1
"ABAP-редактор, словарь данных PDF- формуляры.",1
Есть опыт написания интерактивных программ для ведения основных и транзакционных данных,1
Есть опыт написания интерактивные программ для ведения основных и транзакционных данных,1
