"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 21, 1999","7.31","6.53","7.66","6.47","1.68M","12.46%"
"Feb 14, 1999","6.50","6.22","6.56","6.00","668.40K","5.01%"
"Feb 07, 1999","6.19","6.72","6.88","5.88","1.70M","-7.06%"
"Jan 31, 1999","6.66","7.47","7.47","6.62","1.91M","-11.20%"
"Jan 24, 1999","7.50","8.78","8.88","6.19","5.94M","-14.29%"
"Jan 17, 1999","8.75","9.38","9.44","8.56","623.40K","-4.79%"
"Jan 10, 1999","9.19","10.06","10.19","8.88","904.60K","-9.19%"
"Jan 03, 1999","10.12","10.44","10.44","9.56","898.00K","-2.13%"
"Dec 27, 1998","10.34","9.38","10.44","9.25","1.19M","10.71%"
"Dec 20, 1998","9.34","8.84","9.34","7.78","2.50M","5.66%"
"Dec 13, 1998","8.84","11.69","11.69","8.31","2.30M","-25.15%"
"Dec 06, 1998","11.81","11.50","11.94","11.00","618.20K","1.64%"
"Nov 29, 1998","11.62","10.78","11.66","10.41","1.28M","9.01%"
"Nov 22, 1998","10.66","12.47","12.47","10.38","1.61M","-14.51%"
"Nov 15, 1998","12.47","12.34","12.84","11.75","671.80K","2.05%"
"Nov 08, 1998","12.22","13.75","13.88","11.94","1.13M","-11.32%"
"Nov 01, 1998","13.78","12.00","14.00","12.00","1.56M","15.99%"
"Oct 25, 1998","11.88","10.41","12.00","10.41","1.13M","15.23%"
"Oct 18, 1998","10.31","8.25","10.44","8.25","1.21M","26.97%"
"Oct 11, 1998","8.12","7.50","8.16","7.50","1.23M","9.14%"
"Oct 04, 1998","7.44","8.09","8.34","7.00","1.06M","-9.49%"
"Sep 27, 1998","8.22","9.22","9.28","8.06","1.00M","-11.42%"
"Sep 20, 1998","9.28","8.62","9.84","8.47","1.46M","7.16%"
"Sep 13, 1998","8.66","8.38","8.66","7.75","2.02M","3.34%"
"Sep 06, 1998","8.38","9.31","9.59","8.12","1.36M","-8.81%"
"Aug 30, 1998","9.19","10.84","10.97","7.69","3.38M","-14.27%"
"Aug 23, 1998","10.72","12.25","12.94","10.56","1.47M","-12.49%"
"Aug 16, 1998","12.25","14.25","14.25","11.88","1.02M","-14.04%"
"Aug 09, 1998","14.25","15.66","15.66","14.00","573.80K","-9.00%"
"Aug 02, 1998","15.66","15.91","15.91","14.75","1.05M","-1.57%"
"Jul 26, 1998","15.91","16.06","16.22","15.19","914.20K","-1.73%"
"Jul 19, 1998","16.19","17.59","17.66","16.00","550.20K","-8.32%"
"Jul 12, 1998","17.66","16.25","17.75","16.00","798.00K","8.08%"
"Jul 05, 1998","16.34","17.94","17.94","15.88","1.17M","-8.92%"
"Jun 28, 1998","17.94","18.53","18.75","17.94","495.80K","-2.55%"
"Jun 21, 1998","18.41","18.69","18.69","18.31","436.40K","-2.13%"
"Jun 14, 1998","18.81","18.69","19.38","18.12","376.00K","0.64%"
"Jun 07, 1998","18.69","19.94","20.31","18.66","753.00K","-6.27%"
"May 31, 1998","19.94","19.72","19.97","18.88","562.20K","0.96%"
"May 24, 1998","19.75","19.75","19.94","18.56","769.00K","0.66%"
"May 17, 1998","19.62","19.25","19.81","18.75","880.00K","1.61%"
"May 10, 1998","19.31","19.28","20.00","19.28","751.20K","0.00%"
"May 03, 1998","19.31","19.56","19.97","19.00","961.20K","-0.67%"
"Apr 26, 1998","19.44","18.69","19.62","18.38","1.02M","1.67%"
"Apr 19, 1998","19.12","19.31","19.72","17.00","3.97M","-0.98%"
"Apr 12, 1998","19.31","20.47","20.56","19.25","780.80K","-5.06%"
"Apr 05, 1998","20.34","22.03","22.22","20.22","628.40K","-7.17%"
"Mar 29, 1998","21.91","20.62","22.25","20.09","1.43M","10.94%"
"Mar 22, 1998","19.75","20.56","20.78","19.44","1.74M","-3.66%"
"Mar 15, 1998","20.50","22.38","22.38","19.25","2.40M","-8.89%"
"Mar 08, 1998","22.50","22.94","23.81","22.31","744.00K","-2.30%"
"Mar 01, 1998","23.03","23.41","23.75","22.78","775.80K","-1.50%"
"Feb 22, 1998","23.38","23.50","23.88","21.69","1.85M","-0.38%"
"Feb 15, 1998","23.47","24.88","24.88","23.19","699.20K","-5.17%"
"Feb 08, 1998","24.75","24.75","25.31","24.44","519.60K","-1.47%"
"Feb 01, 1998","25.12","25.25","25.84","24.31","1.28M","1.25%"
"Jan 25, 1998","24.81","22.88","25.00","22.75","850.60K","8.63%"
"Jan 18, 1998","22.84","22.06","24.84","22.00","2.79M","3.96%"
"Jan 11, 1998","21.97","19.97","22.25","19.69","1.16M","9.36%"
"Jan 04, 1998","20.09","20.19","21.25","19.94","968.00K","-0.50%"
"Dec 28, 1997","20.19","19.50","20.69","19.50","651.60K","3.86%"
"Dec 21, 1997","19.44","19.72","19.75","19.12","248.60K","-1.57%"
"Dec 14, 1997","19.75","19.56","20.22","19.19","813.40K","2.28%"
"Dec 07, 1997","19.31","20.09","21.00","18.88","1.08M","-3.59%"
"Nov 30, 1997","20.03","19.56","20.12","19.31","766.60K","2.56%"
"Nov 23, 1997","19.53","19.41","19.75","18.94","284.40K","0.31%"
"Nov 16, 1997","19.47","17.88","20.12","17.88","2.08M","9.51%"
"Nov 09, 1997","17.78","18.53","18.94","17.34","960.00K","-4.20%"
"Nov 02, 1997","18.56","18.00","18.94","18.00","1.00M","3.80%"
"Oct 26, 1997","17.88","17.91","18.19","16.38","1.26M","-0.33%"
"Oct 19, 1997","17.94","16.97","18.00","16.94","1.35M","5.72%"
"Oct 12, 1997","16.97","17.72","17.81","16.75","550.40K","-4.23%"
"Oct 05, 1997","17.72","18.59","18.59","17.06","827.60K","-4.06%"
"Sep 28, 1997","18.47","18.38","19.06","17.62","619.60K","-0.16%"
"Sep 21, 1997","18.50","18.81","19.12","18.31","797.60K","-1.49%"
"Sep 14, 1997","18.78","19.41","20.56","18.75","1.19M","-3.25%"
"Sep 07, 1997","19.41","18.03","19.50","18.03","1.55M","7.65%"
"Aug 31, 1997","18.03","16.38","18.25","16.19","1.42M","9.27%"
"Aug 24, 1997","16.50","14.28","16.81","14.25","1.56M","15.55%"
"Aug 17, 1997","14.28","14.62","14.88","14.06","622.00K","-1.52%"
"Aug 10, 1997","14.50","14.50","14.75","14.00","404.60K","0.00%"
"Aug 03, 1997","14.50","14.00","14.62","14.00","833.40K","2.91%"
"Jul 27, 1997","14.09","14.50","15.00","13.56","1.65M","0.21%"
"Jul 20, 1997","14.06","11.34","14.25","11.31","3.88M","21.63%"
"Jul 13, 1997","11.56","12.34","12.38","11.53","469.40K","-5.63%"
"Jul 06, 1997","12.25","11.88","12.38","11.78","547.20K","3.11%"
"Jun 29, 1997","11.88","11.25","11.88","11.19","436.40K","5.32%"
"Jun 22, 1997","11.28","11.12","11.38","10.97","285.20K","1.99%"
"Jun 15, 1997","11.06","11.31","11.38","10.94","264.00K","-2.21%"
"Jun 08, 1997","11.31","11.00","11.62","11.00","535.20K","2.82%"
"Jun 01, 1997","11.00","10.44","11.00","10.31","236.80K","5.97%"
"May 25, 1997","10.38","10.62","10.62","10.31","169.80K","-2.26%"
"May 18, 1997","10.62","10.56","11.00","10.50","349.60K","0.00%"
"May 11, 1997","10.62","9.88","10.62","9.88","431.80K","7.49%"
"May 04, 1997","9.88","9.25","10.00","9.25","323.00K","6.81%"
"Apr 27, 1997","9.25","9.06","9.31","8.75","199.60K","2.10%"
"Apr 20, 1997","9.06","9.31","9.31","8.31","280.40K","-2.05%"
"Apr 13, 1997","9.25","9.19","9.38","8.81","494.80K","-0.64%"
"Apr 06, 1997","9.31","10.06","10.25","9.31","385.60K","-8.00%"
"Mar 30, 1997","10.12","10.69","10.69","9.94","494.00K","-5.86%"
"Mar 23, 1997","10.75","10.31","10.94","10.31","479.00K","5.50%"
"Mar 16, 1997","10.19","9.50","10.19","9.44","719.80K","7.26%"
"Mar 09, 1997","9.50","9.88","10.12","9.38","726.60K","-4.43%"
"Mar 02, 1997","9.94","10.31","10.50","9.69","724.80K","-4.79%"
"Feb 23, 1997","10.44","10.75","11.25","10.19","1.11M","-2.88%"
"Feb 16, 1997","10.75","10.25","10.94","10.25","507.40K","4.27%"
"Feb 09, 1997","10.31","10.19","10.56","10.12","729.40K","0.59%"
"Feb 02, 1997","10.25","9.25","10.50","9.19","1.65M","10.81%"
"Jan 26, 1997","9.25","8.69","9.38","8.56","784.20K","6.44%"
"Jan 19, 1997","8.69","8.38","8.81","8.06","500.20K","5.33%"
"Jan 12, 1997","8.25","8.00","8.38","7.94","406.00K","3.13%"
"Jan 05, 1997","8.00","8.50","8.50","7.94","350.60K","-5.21%"
"Dec 29, 1996","8.44","8.38","8.62","8.25","380.00K","0.72%"
"Dec 22, 1996","8.38","8.25","8.44","8.06","208.40K","2.32%"
"Dec 15, 1996","8.19","8.19","8.56","8.06","267.20K","0.86%"
"Dec 08, 1996","8.12","7.50","8.69","7.44","1.16M","8.27%"
"Dec 01, 1996","7.50","7.25","7.69","7.19","572.20K","2.60%"
"Nov 24, 1996","7.31","7.50","7.50","7.12","213.80K","-1.75%"
"Nov 17, 1996","7.44","7.38","7.62","7.38","197.20K","0.00%"
"Nov 10, 1996","7.44","7.38","7.62","7.31","571.00K","0.81%"
"Nov 03, 1996","7.38","7.06","7.38","7.00","238.40K","4.53%"
"Oct 27, 1996","7.06","7.19","7.56","7.06","510.00K","-0.84%"
"Oct 20, 1996","7.12","6.94","7.25","6.94","414.60K","3.49%"
"Oct 13, 1996","6.88","6.38","7.00","6.38","320.40K","7.84%"
"Oct 06, 1996","6.38","6.31","6.50","6.19","235.60K","0.00%"
"Sep 29, 1996","6.38","6.56","6.69","6.31","118.80K","-2.74%"
"Sep 22, 1996","6.56","6.25","6.62","6.12","261.40K","3.96%"
"Sep 15, 1996","6.31","6.38","6.38","6.19","175.80K","-1.10%"
"Sep 08, 1996","6.38","6.31","6.44","6.12","221.80K","0.00%"
"Sep 01, 1996","6.38","6.44","6.75","6.38","216.80K","-1.85%"
"Aug 25, 1996","6.50","6.44","6.88","6.38","553.20K","0.93%"
"Aug 18, 1996","6.44","6.38","6.50","6.31","174.40K","0.94%"
"Aug 11, 1996","6.38","6.31","6.44","5.88","223.40K","2.08%"
"Aug 04, 1996","6.25","5.38","6.56","5.38","288.40K","16.17%"
"Jul 28, 1996","5.38","5.31","5.69","5.31","130.60K","1.32%"
"Jul 21, 1996","5.31","5.62","5.62","5.12","189.80K","-6.68%"
"Jul 14, 1996","5.69","5.50","5.81","4.81","276.60K","4.60%"
"Jul 07, 1996","5.44","5.94","6.00","5.25","218.00K","-7.48%"
"Jun 30, 1996","5.88","5.88","6.00","5.81","100.00K","0.00%"
"Jun 23, 1996","5.88","5.94","6.06","5.62","382.80K","-2.00%"
"Jun 16, 1996","6.00","6.44","6.44","5.88","365.60K","-6.83%"
"Jun 09, 1996","6.44","6.50","6.50","6.19","274.80K","-1.83%"
"Jun 02, 1996","6.56","6.44","6.56","6.25","730.20K","2.82%"
"May 26, 1996","6.38","5.69","6.44","5.56","735.80K","10.96%"
"May 19, 1996","5.75","5.75","6.19","5.69","449.40K","0.00%"
"May 12, 1996","5.75","5.38","5.88","5.31","356.20K","8.29%"
"May 05, 1996","5.31","5.38","5.56","5.25","168.00K","-1.30%"
"Apr 28, 1996","5.38","4.69","5.75","4.69","785.60K","14.71%"
"Apr 21, 1996","4.69","4.88","4.88","4.69","167.60K","-3.89%"
"Apr 14, 1996","4.88","4.81","5.06","4.81","419.80K","1.46%"
"Apr 07, 1996","4.81","4.50","4.81","4.44","433.00K","5.48%"
"Mar 31, 1996","4.56","4.44","4.62","4.44","156.00K","1.33%"
"Mar 24, 1996","4.50","4.50","4.62","4.31","502.80K","1.35%"
"Mar 17, 1996","4.44","4.31","4.50","4.12","452.00K","4.47%"
"Mar 10, 1996","4.25","3.81","4.31","3.75","403.40K","15.18%"
"Mar 03, 1996","3.69","3.69","4.06","3.62","603.80K","-1.60%"
"Feb 25, 1996","3.75","3.31","3.81","3.31","606.60K","10.95%"
"Feb 18, 1996","3.38","3.38","3.38","3.25","251.20K","0.00%"
"Feb 11, 1996","3.38","3.38","3.44","3.25","282.80K","-1.74%"
"Feb 04, 1996","3.44","3.38","3.50","3.19","1.10M","0.00%"
"Jan 28, 1996","3.44","3.38","3.44","3.31","191.00K","1.78%"
"Jan 21, 1996","3.38","3.44","3.44","3.31","200.80K","0.00%"
"Jan 14, 1996","3.38","3.62","3.62","3.31","508.00K","-6.63%"
"Jan 07, 1996","3.62","3.69","3.75","3.50","191.40K","0.00%"
"Dec 31, 1995","3.62","3.75","3.81","3.56","288.00K","-3.47%"
"Dec 24, 1995","3.75","3.88","3.88","3.62","305.80K","-1.57%"
"Dec 17, 1995","3.81","3.81","4.00","3.69","426.60K","1.60%"
"Dec 10, 1995","3.75","3.12","3.75","3.00","1.01M","22.55%"
"Dec 03, 1995","3.06","3.19","3.25","3.00","309.80K","-5.85%"
"Nov 26, 1995","3.25","2.81","3.44","2.81","541.00K","15.66%"
"Nov 19, 1995","2.81","2.88","2.94","2.81","172.40K","-2.43%"
"Nov 12, 1995","2.88","2.88","3.00","2.81","389.60K","0.00%"
"Nov 05, 1995","2.88","3.00","3.00","2.81","505.60K","-4.00%"
"Oct 29, 1995","3.00","3.12","3.12","2.94","921.80K","-3.85%"
"Oct 22, 1995","3.12","3.56","3.56","3.12","456.80K","-12.36%"
"Oct 15, 1995","3.56","3.62","3.69","3.44","303.20K","-1.66%"
"Oct 08, 1995","3.62","3.88","3.88","3.62","287.40K","-6.70%"
"Oct 01, 1995","3.88","3.94","4.06","3.69","407.00K","-3.00%"
"Sep 24, 1995","4.00","4.19","4.50","3.94","319.60K","-11.11%"
"Sep 10, 1995","4.50","4.50","4.69","4.31","418.07K","0.00%"
"Sep 03, 1995","4.50","4.50","5.06","4.31","389.73K","0.00%"
"Aug 27, 1995","4.50","5.06","5.62","4.31","699.87K","-11.07%"
"Aug 20, 1995","5.06","4.50","5.06","4.12","1.62M","17.40%"
"Aug 13, 1995","4.31","4.50","4.50","4.12","383.07K","-4.22%"
"Aug 06, 1995","4.50","4.12","4.69","3.94","518.93K","14.21%"
"Jul 30, 1995","3.94","4.31","4.50","3.75","379.67K","-8.58%"
"Jul 23, 1995","4.31","3.56","4.88","3.38","1.70M","17.76%"
"Jul 16, 1995","3.66","3.19","3.75","3.00","805.13K","14.73%"
"Jul 09, 1995","3.19","3.00","3.19","2.81","650.27K","13.52%"
"Jul 02, 1995","2.81","3.00","3.19","2.81","229.93K","-6.33%"
"Jun 25, 1995","3.00","2.81","3.00","2.62","489.07K","6.76%"
"Jun 18, 1995","2.81","2.81","3.00","2.81","298.73K","-6.33%"
"Jun 11, 1995","3.00","3.00","3.19","2.81","199.27K","0.00%"
"Jun 04, 1995","3.00","3.19","3.38","2.81","478.60K","-5.96%"
"May 28, 1995","3.19","3.19","3.56","3.00","402.80K","0.00%"
"May 21, 1995","3.19","3.19","3.38","2.81","566.40K","0.00%"
"May 14, 1995","3.19","3.19","3.38","3.00","131.93K","0.00%"
"May 07, 1995","3.19","3.38","3.38","3.00","460.13K","-5.62%"
"Apr 30, 1995","3.38","3.56","3.75","3.38","466.67K","-5.06%"
"Apr 23, 1995","3.56","3.19","3.56","3.00","519.47K","5.33%"
"Apr 16, 1995","3.38","3.19","3.38","3.00","381.20K","9.39%"
"Apr 09, 1995","3.09","3.00","3.19","3.00","197.93K","3.00%"
"Apr 02, 1995","3.00","3.00","3.00","2.81","120.93K","0.00%"
"Mar 26, 1995","3.00","3.00","3.19","2.81","413.40K","-5.96%"
"Mar 19, 1995","3.19","3.38","3.38","2.62","603.20K","-5.62%"
"Mar 12, 1995","3.38","3.38","3.38","3.00","416.27K","0.00%"
"Mar 05, 1995","3.38","3.38","3.56","3.19","267.60K","-5.06%"
"Feb 26, 1995","3.56","3.56","3.75","3.38","286.53K","0.00%"
"Feb 19, 1995","3.56","3.94","4.12","3.19","614.07K","-13.59%"
"Feb 12, 1995","4.12","3.75","4.12","3.75","229.40K","0.00%"
"Feb 05, 1995","4.12","3.75","4.31","3.56","255.00K","9.87%"
"Jan 29, 1995","3.75","3.38","3.94","3.38","117.27K","5.34%"
"Jan 22, 1995","3.56","4.12","4.12","3.38","242.40K","-13.59%"
"Jan 15, 1995","4.12","3.75","4.31","3.56","422.27K","4.57%"
"Jan 08, 1995","3.94","3.19","3.94","3.19","549.40K","16.57%"
"Jan 01, 1995","3.38","3.38","3.56","3.00","206.87K","0.00%"
"Dec 25, 1994","3.38","3.56","3.75","3.00","230.60K","-5.06%"
"Dec 18, 1994","3.56","3.38","3.94","3.19","527.93K","0.00%"
"Dec 11, 1994","3.56","3.38","3.56","3.00","329.27K","5.33%"
"Dec 04, 1994","3.38","3.19","3.38","3.00","174.40K","5.96%"
"Nov 27, 1994","3.19","3.38","3.56","3.19","113.80K","-10.39%"
"Nov 20, 1994","3.56","3.94","3.94","3.19","316.87K","-5.07%"
"Nov 13, 1994","3.75","4.31","4.31","3.75","208.53K","-12.99%"
"Nov 06, 1994","4.31","3.75","4.31","3.56","455.73K","14.93%"
"Oct 30, 1994","3.75","3.75","3.94","3.56","155.60K","0.00%"
"Oct 23, 1994","3.75","3.75","3.94","3.75","140.33K","-4.82%"
"Oct 16, 1994","3.94","3.94","4.12","3.75","177.47K","0.00%"
"Oct 09, 1994","3.94","3.56","4.12","3.56","349.80K","5.07%"
"Oct 02, 1994","3.75","3.94","3.94","3.38","340.07K","0.00%"
"Sep 25, 1994","3.75","3.94","3.94","3.56","642.07K","-8.98%"
"Sep 18, 1994","4.12","4.69","4.69","3.94","395.67K","-8.44%"
"Sep 11, 1994","4.50","4.69","4.88","3.94","1.06M","-4.05%"
"Sep 04, 1994","4.69","4.31","5.25","4.31","1.95M","8.82%"
"Aug 28, 1994","4.31","3.75","4.31","3.56","1.47M","14.93%"
"Aug 21, 1994","3.75","3.19","3.75","3.00","1.86M","17.55%"
"Aug 14, 1994","3.19","2.44","3.19","2.25","796.00K","30.74%"
"Aug 07, 1994","2.44","2.44","2.62","2.25","78.73K","0.00%"
"Jul 31, 1994","2.44","2.44","2.62","2.25","151.33K","-6.87%"
"Jul 24, 1994","2.62","2.06","2.62","1.88","432.53K","16.44%"
"Jul 17, 1994","2.25","2.44","2.44","1.88","421.80K","0.00%"
"Jul 10, 1994","2.25","1.69","2.25","1.69","689.07K","19.68%"
"Jul 03, 1994","1.88","1.69","1.88","1.69","27.07K","25.33%"
"Jun 26, 1994","1.50","1.69","2.06","1.50","156.27K","-20.21%"
"Jun 19, 1994","1.88","2.25","2.25","1.69","346.93K","-16.44%"
"Jun 12, 1994","2.25","2.25","2.39","2.06","152.00K","0.00%"
"Jun 05, 1994","2.25","2.44","2.44","2.06","130.33K","0.00%"
"May 29, 1994","2.25","2.06","2.44","2.06","75.20K","0.00%"
"May 22, 1994","2.25","2.25","2.44","2.06","182.87K","-7.79%"
"May 15, 1994","2.44","2.62","2.81","2.06","401.53K","-13.17%"
"May 08, 1994","2.81","2.25","2.81","2.06","492.67K","24.89%"
"May 01, 1994","2.25","1.69","2.25","1.69","535.07K","19.68%"
"Apr 24, 1994","1.88","1.69","1.88","1.50","119.80K","11.24%"
"Apr 17, 1994","1.69","1.69","1.88","1.50","286.53K","0.00%"
"Apr 10, 1994","1.69","1.41","1.88","1.41","268.27K","12.67%"
"Apr 03, 1994","1.50","1.41","1.69","1.31","529.93K","0.00%"
"Mar 27, 1994","1.50","1.69","1.69","1.31","341.13K","-11.24%"
"Mar 20, 1994","1.69","1.69","2.25","1.50","1.31M","12.67%"
"Mar 13, 1994","1.50","0.94","1.69","0.94","855.07K","59.57%"
"Mar 06, 1994","0.94","0.94","1.03","0.94","143.27K","-8.74%"
"Feb 27, 1994","1.03","1.03","1.12","1.03","146.13K","-8.04%"
"Feb 20, 1994","1.12","0.94","1.31","0.94","835.20K","19.15%"
"Feb 13, 1994","0.94","0.75","1.03","0.75","346.67K","25.33%"
"Feb 06, 1994","0.75","0.84","0.84","0.75","115.40K","-10.71%"
"Jan 30, 1994","0.84","0.75","0.84","0.66","532.27K","12.00%"
"Jan 23, 1994","0.75","0.84","0.94","0.75","193.20K","-10.71%"
"Jan 16, 1994","0.84","1.03","1.03","0.84","265.87K","-25.00%"
"Jan 09, 1994","1.12","1.12","1.12","0.84","375.27K","0.00%"
"Jan 02, 1994","1.12","1.03","1.12","0.94","76.13K","8.74%"
"Dec 26, 1993","1.03","1.12","1.12","0.94","248.13K","-8.04%"
"Dec 19, 1993","1.12","0.84","1.12","0.75","715.33K","19.15%"
"Dec 12, 1993","0.94","0.84","1.03","0.84","262.40K","0.00%"
"Dec 05, 1993","0.94","0.94","0.94","0.84","168.00K","11.90%"
"Nov 28, 1993","0.84","0.84","1.12","0.84","403.33K","-10.64%"
"Nov 21, 1993","0.94","0.94","0.94","0.84","174.47K","0.00%"
"Nov 14, 1993","0.94","1.12","1.12","0.75","794.60K","-16.07%"
"Nov 07, 1993","1.12","1.12","1.22","1.03","176.80K","0.00%"
"Oct 31, 1993","1.12","1.03","1.12","0.84","574.13K","8.74%"
"Oct 24, 1993","1.03","1.12","1.22","1.03","119.33K","-8.04%"
"Oct 17, 1993","1.12","1.22","1.31","1.03","160.60K","8.74%"
"Oct 10, 1993","1.03","1.31","1.41","1.03","304.07K","-15.57%"
"Oct 03, 1993","1.22","0.84","1.31","0.84","606.33K","45.24%"
"Sep 26, 1993","0.84","0.61","0.94","0.56","408.47K","50.00%"
"Sep 19, 1993","0.56","0.56","0.61","0.52","66.07K","0.00%"
"Sep 12, 1993","0.56","0.70","0.70","0.56","58.73K","-15.15%"
"Sep 05, 1993","0.66","0.56","0.70","0.56","131.13K","17.86%"
"Aug 29, 1993","0.56","0.52","0.66","0.52","98.40K","0.00%"
"Aug 22, 1993","0.56","0.56","0.56","0.52","77.80K","0.00%"
"Aug 15, 1993","0.56","0.61","0.70","0.52","109.07K","-8.20%"
"Aug 08, 1993","0.61","0.66","0.66","0.56","233.13K","0.00%"
"Aug 01, 1993","0.61","0.61","0.75","0.52","125.13K","-7.58%"
"Jul 25, 1993","0.66","0.61","0.70","0.56","154.53K","0.00%"
"Jul 18, 1993","0.66","0.61","0.66","0.42","248.73K","8.20%"
"Jul 11, 1993","0.61","0.56","0.66","0.56","70.33K","8.93%"
"Jul 04, 1993","0.56","0.56","0.61","0.56","102.40K","0.00%"
"Jun 27, 1993","0.56","0.56","0.61","0.56","112.20K","0.00%"
"Jun 20, 1993","0.56","0.75","0.75","0.56","403.80K","-25.33%"
"Jun 13, 1993","0.75","0.94","1.03","0.75","164.33K","-15.73%"
"Jun 06, 1993","0.89","0.75","1.31","0.66","345.07K","34.85%"
"May 30, 1993","0.66","0.66","0.66","0.61","41.67K","8.20%"
"May 23, 1993","0.61","0.61","0.70","0.61","92.47K","8.93%"
"May 16, 1993","0.56","0.52","0.70","0.52","94.40K","0.00%"
"May 09, 1993","0.56","0.61","0.66","0.52","110.93K","0.00%"
"May 02, 1993","0.56","0.66","0.70","0.56","264.07K","-15.15%"
"Apr 25, 1993","0.66","0.75","0.75","0.61","65.80K","0.00%"
"Apr 18, 1993","0.66","0.75","0.75","0.66","102.40K","-12.00%"
"Apr 11, 1993","0.75","1.03","1.03","0.66","532.53K","-10.71%"
"Apr 04, 1993","0.84","0.94","0.94","0.75","64.60K","-10.64%"
"Mar 28, 1993","0.94","1.03","1.12","0.84","332.87K","0.00%"
"Mar 21, 1993","0.94","0.84","1.03","0.84","68.40K","0.00%"
"Mar 14, 1993","0.94","0.75","0.94","0.75","50.80K","25.33%"
"Mar 07, 1993","0.75","0.94","1.12","0.75","105.00K","-20.21%"
"Feb 28, 1993","0.94","0.84","0.94","0.84","92.73K","11.90%"
"Feb 21, 1993","0.84","1.12","1.12","0.75","421.20K","-18.45%"
"Feb 14, 1993","1.03","1.22","1.22","0.94","315.53K","-15.57%"
"Feb 07, 1993","1.22","1.22","1.22","0.94","830.93K","0.00%"
"Jan 31, 1993","1.22","1.69","1.69","0.94","978.00K","-27.81%"
"Jan 24, 1993","1.69","1.69","1.69","1.50","66.47K","0.00%"
"Jan 17, 1993","1.69","1.69","1.88","1.50","107.93K","0.00%"
"Jan 10, 1993","1.69","1.69","1.88","1.69","41.40K","-10.11%"
"Jan 03, 1993","1.88","1.88","1.88","1.69","141.73K","0.00%"
"Dec 27, 1992","1.88","1.69","1.88","1.50","433.33K","11.24%"
"Dec 20, 1992","1.69","1.69","1.88","1.50","179.47K","12.67%"
"Dec 13, 1992","1.50","1.50","1.69","1.50","238.60K","-11.24%"
"Dec 06, 1992","1.69","1.69","1.88","1.50","182.27K","-10.11%"
"Nov 29, 1992","1.88","1.69","2.06","1.50","229.40K","11.24%"
"Nov 22, 1992","1.69","1.69","1.88","1.50","343.33K","0.00%"
"Nov 15, 1992","1.69","1.69","1.69","1.50","118.00K","0.00%"
"Nov 08, 1992","1.69","1.88","1.88","1.50","433.60K","-10.11%"
"Nov 01, 1992","1.88","1.88","2.06","1.31","758.40K","-8.74%"
"Oct 25, 1992","2.06","2.44","2.81","1.69","216.87K","-15.57%"
"Oct 18, 1992","2.44","2.81","2.81","2.25","178.60K","-13.17%"
"Oct 11, 1992","2.81","3.00","3.00","2.62","53.60K","-6.33%"
"Oct 04, 1992","3.00","2.81","3.19","2.62","59.87K","6.76%"
"Sep 27, 1992","2.81","3.19","3.38","2.81","157.80K","-16.86%"
"Sep 20, 1992","3.38","3.00","3.38","3.00","95.80K","12.67%"
"Sep 13, 1992","3.00","3.00","3.19","2.81","134.73K","0.00%"
"Sep 06, 1992","3.00","3.19","3.38","2.81","113.07K","-11.24%"
"Aug 30, 1992","3.38","3.19","3.38","3.19","92.27K","0.00%"
"Aug 23, 1992","3.38","3.56","3.75","3.19","211.80K","-5.06%"
"Aug 16, 1992","3.56","3.75","3.94","3.56","128.27K","-9.64%"
"Aug 09, 1992","3.94","3.94","4.12","3.75","47.60K","-4.37%"
"Aug 02, 1992","4.12","3.94","4.12","3.94","72.33K","4.57%"
"Jul 26, 1992","3.94","4.12","4.31","3.94","71.40K","0.00%"
"Jul 19, 1992","3.94","4.12","4.12","3.75","55.27K","-4.37%"
"Jul 12, 1992","4.12","3.94","4.12","3.75","165.00K","0.00%"
"Jul 05, 1992","4.12","3.75","4.31","3.75","80.93K","15.73%"
"Jun 28, 1992","3.56","3.75","3.94","3.38","144.60K","-5.07%"
"Jun 21, 1992","3.75","4.31","4.50","3.75","216.13K","-12.99%"
"Jun 14, 1992","4.31","4.69","4.69","4.31","167.93K","-8.10%"
"Jun 07, 1992","4.69","4.69","4.88","4.50","295.47K","4.22%"
"May 31, 1992","4.50","4.50","4.88","4.50","217.47K","-4.05%"
"May 24, 1992","4.69","4.69","4.88","4.31","226.60K","4.22%"
"May 17, 1992","4.50","4.69","4.88","4.31","198.27K","-7.79%"
"May 10, 1992","4.88","4.88","5.06","4.69","78.20K","0.00%"
"May 03, 1992","4.88","4.69","5.06","4.69","173.07K","0.00%"
"Apr 26, 1992","4.88","4.69","5.44","4.31","451.07K","4.05%"
"Apr 19, 1992","4.69","5.06","5.06","4.50","134.00K","-7.31%"
"Apr 12, 1992","5.06","4.88","5.06","4.50","146.33K","7.89%"
"Apr 05, 1992","4.69","4.88","5.25","4.69","192.80K","-7.31%"
"Mar 29, 1992","5.06","5.62","6.00","4.88","146.73K","-6.99%"
"Mar 22, 1992","5.44","5.25","5.81","5.06","274.73K","3.62%"
"Mar 15, 1992","5.25","5.06","5.25","4.50","328.73K","0.00%"
"Mar 08, 1992","5.25","5.06","5.62","5.06","139.20K","7.58%"
"Mar 01, 1992","4.88","5.25","5.25","4.88","147.53K","-3.56%"
"Feb 23, 1992","5.06","5.44","5.62","5.06","105.20K","-6.99%"
