tag,count
Java,1430
Spring Framework,924
Git,547
SQL,513
PostgreSQL,414
Hibernate ORM,345
Java SE,288
Java EE,239
Apache Maven,207
ООП,204
Linux,157
REST,151
JavaScript,125
Английский язык,125
Английский — B1 — Средний,111
Atlassian Jira,106
Docker,98
JUnit,98
MySQL,90
ORACLE,85
Kotlin,82
HTML,79
SOAP,76
Английский — B2 — Средне-продвинутый,72
MongoDB,71
Java Servlets,68
Spring Boot,63
Apache Tomcat,61
CSS,61
Kafka,55
JDBC,46
MS SQL,46
Redis,45
Oracle Pl/SQL,44
Python,44
Agile Project Management,42
Scrum,42
Kubernetes,40
JPA,39
Spring,39
JSP,38
NoSQL,36
Java 8,36
Hibernate,36
XML,35
RabbitMQ,34
Intellij IDEA,34
SCALA,34
Maven,30
СУБД,28
SVN,26
Jenkins,26
Java Core,26
Английский — A1 — Начальный,25
Design Patterns,25
Android,25
C++,24
Английский — C1 — Продвинутый,22
Unit Testing,22
EJB,22
Работа в команде,22
База данных: Oracle,20
AngularJS,19
Английский — A2 — Элементарный,19
Базы данных,19
Android SDK,17
docker,17
Gradle,16
C#,16
Работа с базами данных,13
JSF,13
React,13
Английский язык - В1 - средний,13
jQuery,13
AWS,13
Java11,13
HTTP,13
Разработка ПО,12
kotlin,12
Agile,11
API,11
Spark,11
Spring Cloud,11
REST API,11
Hadoop,11
MS SQL Server,10
Cassandra,10
CI/CD,10
Eclipse,9
Big Data,9
TestNG,9
HTML5,9
Управление разработкой,9
SOLID,9
Java 11,9
SOAP WebServices,9
ANT,9
Spring Data,8
Angular,8
микросервисы,8
JBoss,8
SpringBoot,8
UML,8
Elasticsearch,8
Spring boot,8
Apache Kafka,8
JMS,8
BPMN,8
Тестирование,8
Struts,8
Rabbit MQ,8
ORM,7
Atlassian Confluence,7
Groovy,7
Business English,7
Node.js,7
JSON,7
JSON API,7
Обучение и развитие,7
Teambuilding,7
OpenShift,6
Работа с большим объемом информации,6
Mockito,6
Cистемы управления базами данных,6
TeamCity,6
Управление проектами,6
Azure,6
Spring MVC,6
Деловое общение,6
kafka,6
TFS,6
Spring Security,6
Java core,5
J2EE,5
Selenium IDE,5
spring boot,5
Hive,5
Swing,5
Планирование карьеры,5
Nginx,5
.NET Framework,5
Selenium,5
WildFly,5
Умение работать в коллективе,5
Elastic Search,5
ClickHouse,5
java core,5
Microservices,5
MVC,5
PHP,4
Умение работать в команде,4
Bootstrap,4
QA,4
Hazelcast,4
gradle,4
MS Project,4
JavaEE,4
Tomcat,4
swagger,4
Unix,4
Go,4
Ajax,4
Swagger,4
Wild Fly,4
Разработка технических заданий,4
Gitlab,4
CRM,4
GitLab,4
Управление командой,4
Мобильность,4
Multithreading,4
Teamleading,4
XML/Xslt,4
Helm,3
Jetty,3
MSA,3
MyBatis,3
ElasticSearch,3
CSS3,3
Java Spring,3
Apache CXF,3
Spring WebFlux,3
Web Application Development,3
Redmine,3
Tarantool,3
MS PowerPoint,3
Пользователь ПК,3
Apache Spark,3
Rx,3
TDD,3
Wildfly,3
Highload,3
Java Spring Boot,3
Организация мероприятий,3
MSTest,3
NUnit,3
Agile Methodologies,3
Product Management,3
Architect,3
Java8,3
Multithread Programming,3
Liquibase,3
GraphQL,3
Функциональное тестирование,3
ActiveMQ,3
Akka,3
GWT,3
Liferay,3
Oracle Database,3
Электронный документооборот,2
Проведение презентаций,2
Веб-программирование,2
Oracle JDK 8,2
UI,2
Prometheus,2
J2SE,2
Golang,2
Java Spring Framework,2
react,2
Richardson Maturity Model,2
springboot,2
SOA,2
Cloud,2
InfluxDB,2
Ktor,2
Backbone,2
Bash,2
Java 8 / 11,2
Game Programming,2
Kebernetus,2
Lombok,2
RESTful API,2
Ansible,2
webdriver,2
автоматизация тестирования,2
JavaFX,2
Appium,2
Web,2
Spring Core,2
ReactJS,2
Redux,2
IBM WebSphere Application Server,2
SberCrypt,2
k8s,2
Collections,2
kubernetes,2
System Integration,2
HighLoad,2
Управление временем,2
STRUTS 2,2
JackRabbit,2
JSON/XML,2
Java 8-11,2
Reactive Streams,2
JVM,2
Core,2
Технический перевод,2
PLSQL,2
Java 8+,2
IO,2
Ценные бумаги,2
Финансовое ПО,2
CUBA Platform,2
Apache Ignite,2
Eclipse Birt,2
IBM AIX,2
JPA/Hibernate,2
Machine Learning,2
JS,2
DevOps,2
ReactJs,2
Back-end,2
CentOS,2
знание REST архитектуры,2
"Spring (Boot, REST, SOAP, Hibernate)",2
YARN,2
Swagger (автоматическая документация),2
Oracle DB,2
MS Access,2
C/C++,2
MVVM,2
HDFS,2
Java EE 7,2
Team management,2
Немецкий — B1 — Средний,2
Преподаватель,2
Аналитические исследования,2
Solr,2
asyncio,2
HBase,2
Ms Expert,2
Kanban,2
JAX-RS,2
Weblogic,2
SAP,2
Шаблоны проектирования,2
jOOQ,2
Grails,2
Postgres,2
Zuul API Gateway,2
JIRA,2
Concurrency,2
"ExtJS, Jenkins",2
