tag,count
Консультирование,1
Управление интернет-проектами,1
VoIP,1
Programming,1
Google Docs,1
Русский — A2 — Элементарный,1
Русский — B2 — Средне-продвинутый,1
Веб разработчик,1
Wordpress,1
Узбекский — B2 — Средне-продвинутый,1
алгоритмы,1
Высокие нагрузки,1
Synfony,1
Информационные технологии,1
1С: Предприятие,1
MS Dos,1
Групповое обучение,1
Видео,1
TeamCity,1
OOD,1
Rabbit MQ,1
Коммуникабельность,1
Kibana,1
Back-End Developer со знанием Front-End,1
OctoberCMS,1
SQLite,1
QA,1
GitHub,1
SQL Server,1
PostreSQL,1
MariaDb,1
Asterisk,1
GridDB,1
RethinkDB,1
OpenSIPS,1
FreeSWITCH,1
Logstash,1
Microservice архитектура,1
CMS.Bitrix,1
Postman,1
Spring Framework,1
Slim 3 microframework,1
Java backend,1
Администрирование,1
Code Igniter,1
Анализ данных,1
Bitrix API D7,1
1С,1
Проектная документация,1
Внутренний контроль,1
Заключение договоров,1
X-Cart,1
Modx,1
Разработка сайтов,1
Microsoft Azure,1
Составление бизнес-плана,1
devops,1
Bitbucket,1
DRY,1
Алгоритмы,1
Frontend,1
Vue.js React.js Веб-программирование docker,1
Linux Symfony,1
Unit test,1
React.JS,1
PHP 7.1,1
amphp,1
Системная интеграция,1
Perl,1
Selenium,1
symphony,1
1С: Документооборот,1
modx,1
Openshift,1
SolidWorks,1
GraphQL,1
php 7+,1
GitLab CI/CD,1
MVVM,1
web разработчик,1
apache,1
JS фреймворк,1
JSF,1
"«PHP», «JavaScript», «MySQL», «Git», «HTML», «jQuery», «ООП», «CSS», «PHP5», «1С-Битрикс», «CSS3», «",1
Высоконагруженные системы,1
Разработчик PHP,1
Yii 1/2,1
Программист PHP,1
web программист,1
ActiveRecord,1
умение работать с чужим кодом,1
чистый PHP,1
Solid Works,1
Паттерны проектирования,1
BackEnd,1
Xdebug,1
*nix,1
framework,1
Doctrine 2,1
react,1
бэкенд,1
vue,1
MATLAB,1
ReactJs,1
Single Page Application,1
SEO оптимизация,1
Французский — B2 — Средне-продвинутый,1
Full Stack,1
Сomposer,1
Symfony3,1
PSR-4,1
PSR-2,1
PSR-1,1
PWA,1
Веб-разработка,1
Restful api,1
RESTAPI,1
PHP fpm,1
Developer,1
Back-End,1
Payments,1
ssh,1
CMF,1
Yii 2,1
HighLoad,1
Magento 1/2,1
Организация презентаций,1
Аналитические исследования,1
Стратегическое мышление,1
Project management,1
Google Analytics,1
Ubuntu Server,1
Настройка серверов Apache,1
Креативность,1
Netcat,1
BitBucket,1
WebSockets,1
SCSS,1
Radis,1
RabitMQ,1
RESTfull API,1
регулярные выражения,1
Финансовый контроль,1
MS SQL Server,1
OC Linuх,1
Consul,1
Back-end,1
Gitflow,1
Webpack,1
LEMP,1
Solid Edge,1
GOLANG,1
kubernetes,1
IP телефония,1
разработка сайта,1
Laravell,1
WSDL,1
Программирование PHP,1
uikit,1
PHP 7.2,1
CMS Bitrix,1
angular,1
Unity,1
C/C++,1
удаленная работа,1
Асинхронное программирование,1
Discord,1
MicroServices,1
CodeReview,1
doker,1
NATS,1
Cassandra,1
ScyllaDB,1
Google API,1
Adobe Acrobat,1
фреймворк Yii 2,1
vagrant,1
Doctrine2,1
Apache Kafka,1
Agile Scrum,1
Memcashed,1
gRPC,1
Photobuf,1
PHP modules,1
PrestaShop,1
умение работать в команде,1
Правовые системы,1
Тестирование,1
Yiu2,1
Laravel 7+,1
framework Yii2,1
обучаемость,1
битрикс,1
Angular (typescript),1
Bitrix Framework,1
React JS,1
XMPP,1
Websocket,1
"Стек: postgres, clickhouse, yii2, php, flume, airflow, hdfs, python, docker.",1
Amazon Web Services,1
Google Cloud Platform,1
telegram,1
чат бот,1
Rest Api,1
1C Битрикс,1
Shopify,1
Opencart,1
PHP 7+,1
Корпоративная этика,1
Redux,1
Doker,1
YII2,1
Elastic Search,1
Транспортная логистика,1
Shell Scripting,1
Расстановка приоритетов,1
Немецкий — A1 — Начальный,1
SPA,1
Typescript,1
Symfony 5.1,1
Rest API,1
React native,1
Open Street Map,1
Asana,1
Lavarel,1
Собеседование,1
phalcon,1
Prestashop,1
nosql базы данных,1
html/js/css,1
HubSpot,1
Продажи через интернет,1
Start-up project,1
Turbo Pascal,1
