tag,count
JavaScript,724
Git,343
Node.js,342
CSS,253
HTML,188
HTML5,168
React,145
CSS3,118
MySQL,115
PostgreSQL,97
Английский язык,95
SQL,93
TypeScript,89
Английский — B1 — Средний,89
PHP,82
MongoDB,78
Linux,76
Vue.js,76
AngularJS,73
ООП,73
Английский — B2 — Средне-продвинутый,68
jQuery,68
Python,52
Redux,47
Bootstrap,41
Java,37
Docker,35
Vue,34
C#,33
ASP.NET,32
React.js,31
Redis,31
REST,29
Atlassian Jira,28
Agile Project Management,28
MS SQL,26
ReactJS,24
Angular,24
PHP5,23
Ajax,23
Sass,22
Webpack,22
Scrum,21
react,20
Less,19
Unix,19
Работа в команде,19
vue.js,18
Typescript,17
GraphQL,16
API,16
AWS,15
XML,13
MVC,13
Английский — A2 — Элементарный,13
NoSQL,13
Symfony,12
Веб-программирование,12
typescript,12
Английский — A1 — Начальный,12
Yii,12
Laravel,11
VueJS,11
Nginx,11
React Native,10
HTTP,10
vau.js,10
RabbitMQ,9
.NET Framework,9
Разработка ПО,9
Spring Framework,9
Английский — C1 — Продвинутый,9
SPA,9
ES6,9
JS,9
SVN,9
C++,8
Web Application Development,8
Django Framework,8
JSON API,8
SCSS,8
Android,8
REST API,8
Express.js,7
Design Patterns,7
Тестирование,7
vuex,7
Express,7
1С-Битрикс,7
QA,7
Unity,7
Mac Os,7
Кроссбраузерная верстка,7
Angular 2+,7
frontend,7
PixiJS,7
vue,7
Frontend,6
redux,6
WebRTC,6
iOS,6
Разработка нового продукта,6
Работа с базами данных,6
playable adds,6
Cocos2d,6
Atlassian Confluence,6
Phaser,6
docker,6
Vuex,5
CI/CD,5
Управление временем,5
Преподаватель,5
MS SQL Server,5
MobX,5
Gulp,5
Серверное программирование,5
ORACLE,5
Базы данных,5
Bash,4
VUE.js,4
Entity Framework,4
IT,4
Hibernate ORM,4
разработка,4
Visual Studio C#,4
программист,4
WebGL,4
WebSockets,4
Креативность,4
UI,4
Golang,4
Svelte,4
JSON,4
Unit Testing,4
Способность обучать других,4
Vue.JS,4
Пользователь ПК,4
Teamleading,4
it,4
Backend,4
QA Automation,4
Figma,4
react.js,4
GitHub,4
Apollo,4
Elasticsearch,3
Software Development,3
