date_added,gspc,vix
2001-02-16,1301.530029,22.120001
2001-02-20,1278.939941,24.690001
2001-02-21,1255.27002,25.75
2001-02-22,1252.819946,26.76
2001-02-23,1245.859985,27.209999
2001-02-26,1267.650024,25.43
2001-02-27,1257.939941,26.49
2001-02-28,1239.939941,28.35
2001-03-01,1241.22998,28.08
2001-03-02,1234.180054,27.43
