Date,Open,High,Low,Close,Adj Close,Volume
2005-01-03,53.885292,54.116558,53.163738,53.700279,36.406998,892906
2005-01-04,53.617020,53.894543,52.617947,52.673450,35.710838,1456972
2005-01-05,53.228493,54.440334,52.654949,52.719704,35.742203,1357628
2005-01-06,52.775208,53.320999,52.775208,53.043476,35.961700,787509
2005-01-07,53.135986,53.839039,52.960220,53.330250,36.156124,1070082
2005-01-10,53.145237,53.774284,52.923218,53.367252,36.181217,970306
2005-01-11,53.376503,53.422756,52.405182,52.405182,35.528957,667301
2005-01-12,52.710453,53.108234,52.099907,53.080482,35.986801,1379464
2005-01-13,52.849213,53.256245,52.331177,52.580944,35.648125,603522
2005-01-14,52.617947,53.395004,52.617947,53.367252,36.181217,686759
2005-01-18,52.960220,53.681774,52.710453,53.681774,36.394455,745025
2005-01-19,53.413506,53.654022,52.858463,52.904716,35.867630,666328
2005-01-20,52.876965,53.376503,52.395931,53.071232,35.980522,834748
2005-01-21,52.978722,53.219242,52.414433,52.516190,35.604214,709028
2005-01-24,52.590195,52.812210,51.794636,51.794636,35.115028,577578
2005-01-25,52.210915,52.941723,52.081406,52.636448,35.685760,803940
2005-01-26,53.515263,53.931545,53.274746,53.598518,36.338005,1604204
2005-01-27,53.561516,53.663277,53.154488,53.376503,36.187481,1003925
2005-01-28,53.792786,53.913044,53.219242,53.811287,36.482250,1164129
2005-01-31,54.162811,54.569843,53.894543,54.495838,36.946362,1078514
2005-02-01,54.495838,55.226643,54.375580,54.912117,37.228584,1252663
2005-02-02,55.041630,55.272896,54.847363,54.986122,37.278740,1164345
2005-02-03,54.995377,54.995377,54.347824,54.449585,36.915012,966198
2005-02-04,54.264568,54.819611,54.264568,54.579094,37.002819,1878454
2005-02-07,54.486588,55.485661,54.366325,55.411655,37.567257,782968
2005-02-08,55.180389,55.504162,54.856613,55.420906,37.573528,656924
2005-02-09,55.420906,55.504162,54.810360,54.967625,37.266216,639303
2005-02-10,55.041630,55.504162,54.819611,55.430157,37.579788,678976
2005-02-11,55.430157,56.336723,55.208141,56.151711,38.068989,978305
2005-02-14,55.920444,56.151711,55.624420,55.966698,37.943562,561580
2005-02-15,55.920444,56.429234,55.652176,55.948196,37.931007,795616
2005-02-16,55.642921,56.179462,55.485661,56.012951,37.974915,782644
2005-02-17,55.966698,56.253468,55.550415,55.550415,37.661324,730216
2005-02-18,55.735432,56.540241,55.661427,56.327477,38.188141,667950
2005-02-22,55.864941,56.336723,55.504162,55.513412,37.636246,801778
2005-02-23,56.105457,56.669750,56.022202,56.641998,38.401379,971819
2005-02-24,56.891766,57.557816,55.513412,57.539314,39.009743,1297957
2005-02-25,57.539314,58.482887,57.456059,58.464386,39.636894,1370492
2005-02-28,58.464386,58.547642,57.548565,57.927845,39.273140,1151373
2005-03-01,58.001850,58.815910,58.001850,58.621647,39.743526,1010735
2005-03-02,58.066605,58.603146,57.909344,58.325623,39.542828,915607
2005-03-03,58.556892,59.389454,58.519890,59.287697,40.195084,1179695
2005-03-04,59.611469,60.259018,59.324699,60.259018,40.853600,1172885
2005-03-07,59.666973,60.166512,59.241444,59.740982,40.502388,1736735
2005-03-08,59.509712,60.046253,59.463459,60.027752,40.696804,810101
2005-03-09,59.907494,60.878815,59.777985,60.009251,40.684273,1060245
2005-03-10,60.037003,60.101757,58.760406,59.296947,40.201355,956685
2005-03-11,58.279369,59.380203,58.103607,58.917667,39.944225,1251582
2005-03-14,59.148937,59.833488,58.769657,59.407955,40.276627,1025329
2005-03-15,59.398705,59.435707,58.630898,58.732655,39.818787,592496
2005-03-16,58.704903,58.704903,58.020351,58.233116,39.480106,1296768
2005-03-17,58.233116,59.130436,57.890842,58.677151,39.781136,1055272
2005-03-18,58.445885,58.677151,58.186863,58.538391,39.687073,1309307
2005-03-21,58.464386,58.852913,58.048103,58.667900,39.774876,895284
2005-03-22,58.741905,59.037930,58.427383,58.482887,39.649445,1352655
2005-03-23,58.482887,58.991673,58.436634,58.649399,39.762333,1475457
2005-03-24,58.880665,59.380203,58.593895,58.973171,39.981842,936903
2005-03-28,59.111935,59.389454,58.667900,58.667900,39.774876,785130
2005-03-29,58.048103,58.936169,57.659573,57.678078,39.103809,1751869
2005-03-30,57.446808,58.103607,57.400555,58.011101,39.532482,1213206
2005-03-31,58.510639,58.640148,58.048103,58.547642,39.898125,1049651
2005-04-01,58.714153,58.973171,58.140610,58.492138,39.860306,971495
2005-04-04,58.501389,58.640148,58.112858,58.464386,39.841373,1262608
2005-04-05,58.473637,58.815910,58.325623,58.806660,40.074631,994196
2005-04-06,59.028679,59.259945,58.492138,58.575394,39.917030,725027
2005-04-07,58.640148,58.945419,58.418133,58.704903,40.005287,946307
2005-04-08,58.741905,58.769657,57.937096,57.946346,39.488361,659626
2005-04-11,57.853840,58.371880,57.770584,58.001850,39.526184,625467
2005-04-12,58.001850,58.001850,56.901016,57.742832,39.349667,1159156
2005-04-13,57.493061,57.594818,56.336723,56.466236,38.479706,1489402
2005-04-14,56.382980,56.614246,54.320072,54.579094,37.193695,2160811
2005-04-15,53.792786,53.839039,52.257168,52.358929,35.680725,2768982
