Date,Open,High,Low,Close,Adj Close,Volume
2005-01-03,10.937500,11.020000,10.200000,10.457500,10.017122,9426000
2005-01-04,10.502500,10.832500,10.337500,10.340000,9.904570,10338000
2005-01-05,10.325000,10.500000,10.242500,10.245000,9.813569,5955600
2005-01-06,10.292500,10.305000,10.017500,10.122500,9.696231,5600400
2005-01-07,10.250000,10.350000,10.082500,10.130000,9.703412,4964000
2005-01-10,10.245000,10.267500,9.822500,9.880000,9.463939,8606400
2005-01-11,9.875000,9.875000,9.167500,9.530000,9.128678,14228000
2005-01-12,9.680000,9.697500,9.195000,9.440000,9.042469,12242800
2005-01-13,9.440000,9.470000,9.222500,9.267500,8.877234,10736800
2005-01-14,9.392500,9.522500,9.270000,9.512500,9.111916,6204800
2005-01-18,9.540000,9.775000,9.500000,9.707500,9.298706,6906400
2005-01-19,9.775000,9.780000,9.562500,9.607500,9.202916,6935200
2005-01-20,9.590000,9.615000,9.152500,9.250000,8.860472,13633200
2005-01-21,9.325000,9.345000,8.892500,8.965000,8.587472,12371600
2005-01-24,9.080000,9.310000,8.987500,9.062500,8.680865,9964400
2005-01-25,9.062500,9.275000,8.912500,9.015000,8.635367,6944400
2005-01-26,9.007500,9.235000,8.952500,9.160000,8.774261,5502800
2005-01-27,9.207500,9.400000,9.155000,9.315000,8.922731,6690800
2005-01-28,9.362500,9.375000,9.100000,9.197500,8.810182,5885600
2005-01-31,9.362500,9.512500,9.212500,9.475000,9.075995,8711600
2005-02-01,9.550000,9.622500,9.472500,9.540000,9.138259,5727200
2005-02-02,9.667500,9.680000,9.447500,9.550000,9.147837,4936800
2005-02-03,9.587500,9.595000,9.312500,9.372500,8.977813,4851600
2005-02-04,9.365000,9.587500,9.265000,9.575000,9.171784,3478000
2005-02-07,9.685000,9.727500,9.435000,9.487500,9.087971,4251600
2005-02-08,9.477500,9.577500,9.307500,9.410000,9.013733,5292000
2005-02-09,9.412500,9.412500,9.125000,9.177500,8.791022,9886400
2005-02-10,9.975000,10.835000,9.950000,10.772500,10.318856,34493600
2005-02-11,10.842500,11.670000,10.775000,11.380000,10.900772,22496400
2005-02-14,11.447500,11.750000,11.270000,11.462500,10.979799,8756800
2005-02-15,11.260000,11.442500,11.057500,11.252500,10.778641,11796800
2005-02-16,11.237500,11.315000,11.087500,11.280000,10.804985,6288400
2005-02-17,11.292500,11.347500,11.032500,11.132500,10.663694,4214000
2005-02-18,11.192500,11.222500,11.042500,11.187500,10.716379,4145200
2005-02-22,11.185000,11.220000,10.932500,10.977500,10.515223,6475200
2005-02-23,11.057500,11.275000,10.982500,11.150000,10.680459,8000800
2005-02-24,11.162500,11.567500,11.162500,11.475000,10.991774,8498400
2005-02-25,11.542500,11.960000,11.425000,11.927500,11.425220,10608800
2005-02-28,11.947500,12.045000,11.510000,11.770000,11.274350,8162000
2005-03-01,11.895000,11.972500,11.757500,11.902500,11.401271,6236000
2005-03-02,11.925000,12.170000,11.810000,11.900000,11.398875,6924800
2005-03-03,11.990000,11.995000,11.487500,11.717500,11.224061,4400400
2005-03-04,11.852500,12.210000,11.707500,12.155000,11.643137,5376800
2005-03-07,12.242500,12.372500,12.050000,12.122500,11.612006,5848400
2005-03-08,11.810000,11.915000,11.527500,11.657500,11.166588,11184800
2005-03-09,11.617500,11.750000,11.347500,11.432500,10.951064,6984400
2005-03-10,11.447500,11.602500,11.215000,11.570000,11.082772,6332800
2005-03-11,11.647500,11.782500,11.485000,11.712500,11.219271,7089600
2005-03-14,11.832500,11.950000,11.585000,11.700000,11.207297,5831200
2005-03-15,11.790000,11.795000,11.245000,11.470000,10.986986,7516400
